Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Total_Internet_Services,Churn,Churn_status,Avg_Revenue_Per_Month,Refund_Ratio,Tenure_Group
Female,41,1,1,Yorba Linda,92886,33.897253,-117.792202,1,60,Offer B,1,43.33,1,1,Fiber Optic,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-9.0,6758.45,11.85,0,2599.8,9346.4,8,0.0,0,155.77333333333334,0.0012678678421638278,4-6y
Female,51,0,0,Camptonville,95922,39.432127,-121.099287,0,17,Unknown,1,7.66,0,1,Fiber Optic,17.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,0,1.0,1,79.68941176470588,0.0,1-2y
Female,58,1,1,Diamond Springs,95619,38.683605,-120.811852,5,67,Unknown,0,0.0,0,1,DSL,15.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.15,2434.45,0.0,0,0.0,2434.45,3,0.0,0,36.33507462686567,0.0,4-6y
Female,48,1,0,Hermosa Beach,90254,33.86532,-118.396336,4,45,Offer B,1,22.49,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,25.9,1216.6,0.0,0,1012.05,2228.65,0,0.0,0,49.525555555555556,0.0,2-4y
Male,52,1,1,Antelope,95843,38.715498,-121.363411,1,68,Unknown,1,27.59,0,1,DSL,27.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.85,5776.45,0.0,0,1876.12,7652.57,7,0.0,0,112.53779411764705,0.0,4-6y
Male,29,0,0,Millville,96062,40.531257,-122.148139,0,16,Unknown,1,48.45,0,1,DSL,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.45,799.0,0.0,0,775.2,1574.2,2,0.0,0,98.3875,0.0,1-2y
Male,26,0,0,San Jose,95131,37.387027,-121.897775,0,37,Unknown,0,0.0,0,1,DSL,69.0,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50,0.0,1440.85,4,0.0,0,38.94189189189189,0.0,2-4y
Female,40,0,3,Los Angeles,90063,34.044271,-118.185237,0,1,Unknown,1,13.58,0,1,DSL,24.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.2,59.2,0.0,0,13.58,72.78,4,1.0,1,72.78,0.0,0-6m
Male,56,1,1,Downieville,95936,39.578792,-120.780786,4,72,Offer A,1,5.81,1,1,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,0.0,0,418.32,8707.52,8,0.0,0,120.93777777777778,0.0,4-6y
Male,19,0,0,Palmdale,93550,34.536232,-118.082935,0,68,Unknown,0,0.0,0,1,DSL,58.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2796.35,0.0,0,0.0,2796.35,4,0.0,0,41.12279411764706,0.0,4-6y
Female,61,0,0,Atwater,95301,37.321233,-120.656354,0,67,Unknown,0,0.0,0,1,DSL,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,53.4,3579.15,0.0,0,0.0,3579.15,6,0.0,0,53.420149253731346,0.0,4-6y
Female,42,1,3,Gerber,96035,40.03194,-122.176023,7,24,Unknown,1,20.74,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Mailed Check,24.7,571.75,0.0,0,497.76,1069.51,0,0.0,0,44.562916666666666,0.0,1-2y
Female,23,0,1,Herlong,96113,40.198234,-120.18089,0,10,Offer D,1,14.24,1,1,Cable,26.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.55,693.3,0.0,0,142.4,835.7,6,0.0,0,83.57000000000001,0.0,6-12m
Female,71,0,0,Ravendale,96123,40.845738,-120.322219,0,45,Unknown,1,12.67,1,1,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,4385.05,0.0,0,570.15,4955.2,5,0.0,0,110.11555555555555,0.0,2-4y
Female,45,0,0,Pearblossom,93553,34.445239,-117.894868,0,1,Unknown,1,49.51,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,19.9,19.9,0.0,0,49.51,69.41,0,1.0,1,69.41,0.0,0-6m
Male,66,1,0,Doyle,96109,40.012675,-120.101857,1,12,Unknown,1,48.5,1,1,Fiber Optic,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1218.55,0.0,0,582.0,1800.55,4,1.0,1,150.04583333333332,0.0,6-12m
Male,35,1,0,Whittier,90601,34.007353,-118.033683,3,63,Offer B,1,12.15,1,1,DSL,21.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0.0,0,765.45,5442.15,6,0.0,0,86.38333333333333,0.0,4-6y
Male,27,0,0,Stockton,95205,37.965695,-121.260051,0,4,Offer E,1,44.16,1,1,Fiber Optic,82.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,336.15,0.0,0,176.64,512.79,2,0.0,0,128.1975,0.0,0-6m
Female,40,0,0,Los Altos,94024,37.352911,-122.093002,0,6,Unknown,1,25.93,0,1,Fiber Optic,24.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0.0,0,155.58,653.13,4,1.0,1,108.855,0.0,0-6m
Male,79,1,0,Mount Shasta,96067,41.33832,-122.290756,9,68,Unknown,0,0.0,0,1,Cable,28.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,41.95,2965.75,0.0,0,0.0,2965.75,4,0.0,0,43.6139705882353,0.0,4-6y
Female,28,1,0,Orick,95555,41.336354,-124.044354,8,72,Unknown,1,12.87,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.4,1496.45,0.0,0,926.64,2423.09,0,0.0,0,33.65402777777778,0.0,4-6y
Female,46,1,0,Rocklin,95765,38.823278,-121.281856,2,71,Offer A,0,0.0,0,1,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.4,4310.35,0.0,0,0.0,4310.35,7,0.0,0,60.70915492957747,0.0,4-6y
Female,52,1,1,Hanford,93230,36.29223,-119.622676,8,72,Offer A,1,6.85,1,1,DSL,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.45,5165.7,0.0,0,493.2,5658.9,5,0.0,0,78.59583333333333,0.0,4-6y
Female,40,1,0,Los Angeles,90019,34.049841,-118.33846,9,64,Unknown,1,49.39,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.55,1714.95,0.0,0,3160.96,4875.91,0,0.0,0,76.18609375,0.0,4-6y
Male,25,0,0,Warner Springs,92086,33.323705,-116.626907,0,9,Unknown,1,46.34,0,1,Fiber Optic,59.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.25,770.5,0.0,0,417.06,1187.56,3,0.0,0,131.95111111111112,0.0,6-12m
Male,72,0,0,Cotati,94931,38.326215,-122.718742,0,60,Unknown,1,10.2,1,1,DSL,29.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0.0,10,612.0,4996.55,4,0.0,0,83.27583333333334,0.0,4-6y
Male,21,0,0,Escalon,95320,37.818543,-121.006907,0,3,Offer E,1,29.84,0,1,Fiber Optic,30.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0.0,0,89.52,346.27,4,,0,115.42333333333333,0.0,0-6m
Female,53,0,1,Scotts Valley,95066,37.070177,-122.010077,0,26,Unknown,1,16.34,1,1,DSL,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,1265.65,0.0,150,424.84,1840.49,0,0.0,0,70.78807692307693,0.0,2-4y
Female,69,1,0,Herald,95638,38.313447,-121.123886,1,50,Unknown,1,4.6,0,1,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0.0,0,230.0,3674.85,1,1.0,1,73.497,0.0,4-6y
Male,27,0,0,Campo,91906,32.673483,-116.472863,0,1,Offer E,1,11.06,0,1,DSL,58.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.1,45.1,0.0,0,11.06,56.16,2,1.0,1,56.16,0.0,0-6m
Female,62,0,0,Sacramento,95841,38.660442,-121.346321,0,41,Unknown,1,12.42,0,1,Cable,12.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05,2029.05,0.0,0,509.22,2538.27,2,0.0,0,61.9090243902439,0.0,2-4y
Male,48,1,0,Long Barn,95335,38.109125,-120.078597,1,53,Offer B,1,15.77,0,1,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0.0,0,835.81,5703.76,5,1.0,1,107.61811320754717,0.0,4-6y
Male,45,0,0,Stanton,90680,33.801869,-117.995068,0,1,Unknown,1,15.77,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,15.77,35.52,0,,0,35.52,0.0,0-6m
Female,29,0,0,Foothill Ranch,92610,33.698728,-117.67768,0,4,Unknown,1,43.45,0,1,Fiber Optic,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.65,443.9,0.0,0,173.8,617.7,7,1.0,1,154.425,0.0,0-6m
Male,51,0,0,Willits,95490,39.492046,-123.375818,0,45,Offer B,1,24.75,1,1,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,4747.85,0.0,0,1113.75,5861.6,6,0.0,0,130.2577777777778,0.0,2-4y
Female,48,0,0,Barstow,92311,34.965648,-117.001509,0,50,Unknown,0,0.0,0,1,DSL,6.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,1932.75,0.0,0,0.0,1932.75,4,0.0,0,38.655,0.0,4-6y
Male,33,1,0,Pinecrest,95364,38.224869,-119.755729,1,23,Offer D,1,19.2,1,1,Fiber Optic,7.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,2186.4,0.0,0,441.6,2628.0,5,1.0,1,114.26086956521739,0.0,1-2y
Male,54,1,0,Twentynine Palms,92278,34.457829,-116.139589,10,44,Offer B,1,15.33,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,25.7,1110.5,0.0,0,674.52,1785.02,0,0.0,0,40.568636363636365,0.0,2-4y
Male,58,0,0,Calimesa,92320,33.982787,-117.057627,0,2,Unknown,1,1.97,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,19.75,39.3,0.0,0,3.94,43.24,0,,0,21.62,0.0,0-6m
Male,55,0,0,Janesville,96114,40.294034,-120.512622,0,72,Offer A,1,29.03,1,1,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.3,5997.1,0.0,0,2090.16,8087.26,7,0.0,0,112.32305555555556,0.0,4-6y
Male,32,1,0,Burnt Ranch,95527,40.854512,-123.450097,6,42,Unknown,0,0.0,0,1,DSL,26.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,45.1,2049.05,0.0,0,0.0,2049.05,5,0.0,0,48.786904761904765,0.0,2-4y
Female,48,0,0,Los Angeles,90010,34.062125,-118.315709,0,26,Unknown,1,17.53,1,1,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1834.95,0.0,0,455.78,2290.73,1,1.0,1,88.105,0.0,2-4y
Female,33,0,1,San Jose,95113,37.333851,-121.891147,0,12,Unknown,1,5.16,0,1,DSL,16.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.55,480.6,18.21,0,61.92,524.31,0,1.0,1,43.692499999999995,0.03473136121760028,6-12m
Male,21,1,0,Sherman Oaks,91403,34.147149,-118.463365,1,47,Unknown,1,20.93,1,1,Fiber Optic,85.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,3,0.0,0,119.71723404255319,0.0,2-4y
Male,50,0,0,Ontario,91761,34.035602,-117.591528,0,1,Offer E,1,6.95,0,1,DSL,11.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0.0,0,6.95,57.85,2,1.0,1,57.85,0.0,0-6m
Male,43,1,2,Santa Maria,93455,34.818227,-120.418784,2,9,Unknown,1,44.46,0,1,DSL,24.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,54.8,452.8,0.0,0,400.14,852.94,3,0.0,0,94.77111111111111,0.0,6-12m
Male,64,0,0,Los Gatos,95033,37.160194,-121.945611,0,66,Unknown,1,20.52,1,1,Cable,10.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,4447.55,0.0,0,1354.32,5801.87,5,0.0,0,87.90712121212121,0.0,4-6y
Male,35,0,0,San Diego,92117,32.825086,-117.199424,0,24,Unknown,1,14.39,0,1,DSL,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0.0,0,345.36,1555.76,2,1.0,1,64.82333333333334,0.0,1-2y
Male,37,1,3,Chester,96020,40.243494,-121.154733,7,57,Unknown,1,14.55,0,1,DSL,58.0,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0.0,70,829.35,4408.75,3,0.0,0,77.34649122807018,0.0,4-6y
Female,76,1,0,Cathedral City,92234,33.829583,-116.474131,10,42,Unknown,1,42.29,1,1,Fiber Optic,10.0,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,95.05,3944.5,0.0,100,1776.18,5820.68,2,0.0,0,138.58761904761906,0.0,2-4y
Male,45,0,0,Hermosa Beach,90254,33.86532,-118.396336,0,20,Offer D,1,45.39,0,1,Fiber Optic,24.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-5.0,1641.3,0.0,0,907.8,2549.1,2,0.0,0,127.455,0.0,1-2y
Female,67,0,0,San Francisco,94115,37.786031,-122.437301,0,23,Unknown,1,17.62,0,1,Fiber Optic,25.0,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,75.4,1643.55,0.0,80,405.26,2128.81,1,0.0,0,92.55695652173912,0.0,1-2y
Female,62,0,0,Modesto,95350,37.671806,-121.007575,0,28,Unknown,1,33.84,0,1,Fiber Optic,5.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2244.95,0.0,0,947.52,3192.47,3,0.0,0,114.0167857142857,0.0,2-4y
Female,50,1,0,Aguanga,92536,33.482243,-116.827173,1,70,Offer A,1,29.72,1,1,DSL,12.0,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,4543.15,0.0,0,2080.4,6623.55,4,0.0,0,94.62214285714286,0.0,4-6y
Female,75,0,0,Shingletown,96088,40.497441,-121.827524,0,28,Offer C,1,9.67,1,1,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,5,1.0,1,122.25928571428572,0.0,2-4y
Female,61,1,0,Los Angeles,90068,34.137411,-118.328915,10,34,Unknown,1,25.21,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,24.95,894.3,0.0,0,857.14,1751.44,0,0.0,0,51.51294117647059,0.0,2-4y
Male,49,0,0,Thousand Oaks,91362,34.191842,-118.822796,0,1,Offer E,1,30.73,0,1,Cable,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0.0,0,30.73,74.78,1,,0,74.78,0.0,0-6m
Female,74,0,0,Bishop,93514,37.04584,-118.397236,0,3,Offer E,1,41.44,0,1,Fiber Optic,13.0,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,202.9,5.49,10,124.32,331.73,1,,0,110.57666666666667,0.016549603593283696,0-6m
Male,42,1,0,Los Angeles,90061,33.92128,-118.274186,5,72,Offer A,1,13.59,1,1,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,92.3,6719.9,0.0,0,978.48,7698.38,7,0.0,0,106.92194444444445,0.0,4-6y
Female,54,1,1,Leggett,95585,39.873371,-123.741474,4,67,Unknown,1,17.43,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,24.9,1680.25,0.0,0,1167.81,2848.06,0,0.0,0,42.50835820895522,0.0,4-6y
Female,46,0,0,Berkeley,94708,37.897743,-122.263124,0,11,Unknown,1,36.52,0,1,Fiber Optic,20.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,838.7,0.0,0,401.72,1240.42,2,0.0,0,112.76545454545455,0.0,6-12m
Female,47,1,0,Palo Alto,94303,37.45809,-122.115398,0,58,Unknown,1,40.16,0,1,DSL,20.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,65.25,3791.6,0.0,110,2329.28,6230.88,3,0.0,0,107.42896551724138,0.0,4-6y
Female,45,0,0,West Hills,91307,34.199787,-118.68493,0,62,Unknown,1,24.03,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0,1489.86,2613.51,0,0.0,0,42.153387096774196,0.0,4-6y
Male,49,0,0,Carlsbad,92008,33.148116,-117.306043,0,71,Unknown,1,22.22,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,0,0.0,0,40.71183098591549,0.014592429096293427,4-6y
Female,63,1,0,San Diego,92130,32.957195,-117.202542,1,30,Unknown,1,7.01,1,1,Fiber Optic,24.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0.0,0,210.3,3014.75,4,1.0,1,100.49166666666666,0.0,2-4y
Male,57,0,0,Belvedere Tiburon,94920,37.885629,-122.46858,0,72,Unknown,1,45.75,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.3,1414.8,0.0,0,3294.0,4708.8,0,0.0,0,65.4,0.0,4-6y
Male,55,0,0,Mira Loma,91752,33.999992,-117.535395,0,1,Offer E,1,1.48,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.6,20.6,0.0,0,1.48,22.08,0,,0,22.08,0.0,0-6m
Female,30,0,0,Warner Springs,92086,33.323705,-116.626907,0,5,Offer E,1,3.37,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.15,117.95,0.0,0,16.85,134.8,0,0.0,0,26.96,0.0,0-6m
Male,62,0,2,Culver City,90232,34.019323,-118.391902,0,19,Unknown,1,36.16,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.85,467.5,0.0,0,687.04,1154.54,0,0.0,0,60.765263157894736,0.0,1-2y
Male,28,0,0,Bakersfield,93305,35.391733,-118.984109,0,8,Offer E,1,22.15,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,19.7,168.9,0.0,0,177.2,346.1,0,0.0,0,43.2625,0.0,6-12m
Male,78,1,1,Sunland,91040,34.282704,-118.312929,10,65,Unknown,1,9.68,1,1,Fiber Optic,23.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0,629.2,6279.56,3,0.0,0,96.60861538461539,0.006065711610367606,4-6y
Male,37,0,0,Madera,93638,37.004068,-119.930027,0,36,Unknown,1,12.72,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,20.35,695.85,0.0,0,457.92,1153.77,0,0.0,0,32.049166666666665,0.0,2-4y
Female,30,1,0,Denair,95316,37.524721,-120.757977,2,42,Offer B,1,10.79,1,1,Cable,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.25,2203.65,28.49,0,453.18,2628.34,1,1.0,1,62.57952380952381,0.010839541307441197,2-4y
Male,29,0,0,Washington,95986,39.34128,-120.786867,0,26,Unknown,1,6.38,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.4,525.55,4.25,0,165.88,687.18,0,0.0,0,26.43,0.0061846968770918834,2-4y
Male,58,0,0,Sonoma,95476,38.25485,-122.461799,0,9,Unknown,1,21.11,0,1,Fiber Optic,6.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,661.55,0.0,0,189.99,851.54,2,0.0,0,94.61555555555555,0.0,6-12m
Female,68,0,0,Corona Del Mar,92625,33.600987,-117.862734,0,1,Unknown,1,43.61,0,1,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,4,1.0,1,134.91,0.0,0-6m
Male,74,1,0,La Canada Flintridge,91011,34.234912,-118.153729,3,37,Unknown,1,49.37,1,1,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,3473.4,0.0,0,1826.69,5300.09,4,1.0,1,143.24567567567567,0.0,2-4y
Female,55,0,0,Atwater,95301,37.321233,-120.656354,0,6,Offer E,1,20.36,1,1,Fiber Optic,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0.0,0,122.16,791.61,7,1.0,1,131.935,0.0,0-6m
Female,28,0,0,San Jacinto,92582,33.806708,-117.02007,0,2,Unknown,1,15.25,0,1,DSL,82.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,60.85,111.4,0.0,0,30.5,141.9,4,,0,70.95,0.0,0-6m
Male,77,1,1,Sacramento,95832,38.445939,-121.496855,5,71,Unknown,1,32.12,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.8,1388.45,0.0,0,2280.52,3668.97,0,0.0,0,51.6756338028169,0.0,4-6y
Male,80,0,0,Ballico,95303,37.4695,-120.672724,0,8,Unknown,1,14.89,0,1,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,1.0,1,84.99625,0.0,6-12m
Female,39,1,3,Soda Springs,95728,39.279068,-120.414275,2,60,Unknown,0,0.0,0,1,Cable,51.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,3069.45,0.0,0,0.0,3069.45,5,0.0,0,51.1575,0.0,4-6y
Male,56,1,3,Pollock Pines,95726,38.733908,-120.453416,2,38,Unknown,1,13.67,1,1,Cable,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.95,2862.55,0.0,0,519.46,3382.01,6,0.0,0,89.00026315789474,0.0,2-4y
Female,49,1,2,Sacramento,95827,38.549185,-121.328386,5,58,Offer B,1,40.74,0,1,Fiber Optic,17.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0.0,0,2362.92,7874.57,4,0.0,0,135.76844827586206,0.0,4-6y
Male,59,0,0,Crockett,94525,38.049292,-122.228415,0,25,Unknown,1,25.2,1,1,Cable,23.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.75,2028.8,0.0,0,630.0,2658.8,7,0.0,0,106.352,0.0,2-4y
Male,62,0,0,Santa Cruz,95060,36.993451,-122.098858,0,19,Offer D,1,46.49,0,1,Cable,8.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,61.55,1093.2,0.0,0,883.31,1976.51,3,0.0,0,104.02684210526316,0.0,1-2y
Female,55,1,0,Tracy,95376,37.680968,-121.446049,9,31,Unknown,1,28.8,0,1,Cable,15.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,64.0,1910.75,0.0,0,892.8,2803.55,5,0.0,0,90.43709677419355,0.0,2-4y
Male,24,0,0,Bakersfield,93311,35.16207,-119.194488,0,63,Unknown,1,29.58,0,1,DSL,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.7,5309.5,0.0,0,1863.54,7173.04,8,0.0,0,113.85777777777778,0.0,4-6y
Female,69,0,0,Rio Linda,95673,38.688764,-121.457596,0,56,Unknown,1,46.67,1,1,Fiber Optic,18.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,5219.65,0.0,0,2613.52,7833.17,5,0.0,0,139.87803571428572,0.0,4-6y
Female,35,0,0,Groveland,95321,37.902968,-119.667544,0,25,Unknown,1,48.42,0,1,Fiber Optic,8.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,2369.05,19.5,0,1210.5,3560.05,6,1.0,1,142.40200000000002,0.005477451159393828,2-4y
